コード,銘柄名,対象外,IRニュースURL,備考,出来高13万以上かつ株価100円以上
5287,イトーヨーギョー,,https://itoyogyo.co.jp/ir/ir-news/,,0
5288,アジアパイルホールディングス,,https://www.asiapile-hd.com/ir/news/,,0
5290,（株）ベルテクスコーポレーション,,https://www.vertex-grp.co.jp/ja/ir/ir_news.html,,0
5301,東海カーボン,,https://www.tokaicarbon.co.jp/news/,,1
5302,日本カーボン,,https://www.carbon.co.jp/ir/,,0
5304,ＳＥＣカーボン,,https://sec-carbon.com/ir/index.php/newsrelease/listdata,,0
5310,東洋炭素,,https://www.toyotanso.co.jp/IR/irnews.html,,0
5331,ノリタケカンパニーリミテド,,https://www.noritake.co.jp/news/ir/,,0
5332,ＴＯＴＯ,,https://jp.toto.com/company/ir/topics/,,1
5333,日本碍子,,https://www.ngk.co.jp/ir/news/,,1
5334,日本特殊陶業,,https://www.ngkntk.co.jp/ir/news/,,1
5337,ダントーホールディングス,,https://www.danto.co.jp/ir/ir%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9/,,0
5341,アサヒ衛陶,,https://www.asahieito.co.jp/ir_info/,,0
5342,ジャニス工業,,https://www.janis-kogyo.co.jp/aboutus/ir/epub_notices.html,微妙,0
5343,ニッコー,,https://www.nikko-company.co.jp/company/news/ir_whatsnew/index.php,,0
5344,ＭＡＲＵＷＡ,,https://www.maruwa-g.com/ir/news.html,,0
5351,品川リフラクトリーズ,,https://www.shinagawa.co.jp/news/index.html,,0
5352,黒崎播磨,,https://www.krosaki.co.jp/ir/news_back,,0
5355,日本坩堝,,https://www.rutsubo.com/ir/news.php,,0
5356,美濃窯業,,https://www.mino-ceramic.co.jp/ir/library/,,0
5357,ヨータイ,,https://www.yotai.co.jp/ir.html,,0
5363,東京窯業,,http://www.tyk.co.jp/ir.html,日付指定が無い,0
5367,ニッカトー,,https://nikkato.co.jp/news_cat/irnews/,,0
5368,日本インシュレーション,,https://www.jic-bestork.co.jp/ir/irnews/,,0
5380,新東,,https://www.shintokawara.co.jp/company/library2.html,,0
5381,Ｍｉｐｏｘ,,https://www.mipox.co.jp/ir/press_release.html,,1
5384,フジミインコーポレーテッド,,https://www.fujimiinc.co.jp/ir/news/index.html,,0
5386,鶴弥,,https://www.try110.com/ir/ir-news/,,0
5388,クニミネ工業,,https://www.kunimine.co.jp/ir/news.html,,0
5391,エーアンドエーマテリアル,,https://www.aa-material.co.jp/ir/,,0
5393,ニチアス,,https://www.nichias.co.jp/ir/news/index.html,,0
5395,理研コランダム,,https://www.rikencorundum.co.jp/ir/tekiji/,,0
5401,日本製鉄,,https://www.nipponsteel.com/ir/news/,,1
5406,神戸製鋼所,,https://www.kobelco.co.jp/ir/whatsnew/index.html,,1
5408,中山製鋼所,,https://www.nakayama-steel.co.jp/menu/news/?ct=ir,,1
5410,合同製鐵,,https://www.godo-steel.co.jp/kessan/index.html,微妙,0
5411,ＪＦＥホールディングス,,https://www.jfe-holdings.co.jp/release/2023.html,2023年用,1
5423,東京製鐵,,https://www.tokyosteel.co.jp/ir/disclosures/,,1
5440,共英製鋼,,https://www.kyoeisteel.co.jp/ja/ir/news.html,,0
5444,大和工業,,https://www.yamatokogyo.co.jp/yamato/yamato1/investors/news.html,,0
5445,東京鐵鋼,,https://www.tokyotekko.co.jp/ja/ir/e_announce.html,微妙,0
5446,北越メタル,,https://www.hokume.co.jp/category/stock/,,0
5449,大阪製鉄,,https://www.osaka-seitetu.co.jp/news/index.html,,0
5451,淀川製鋼所,,https://www.yodoko.co.jp/ir/news/,,0
5458,高砂鐵工,,https://www.takasago-t.co.jp/news.php,,0
5461,中部鋼鈑,,https://www.chubukohan.co.jp/ir/electronic/,微妙,0
5463,丸一鋼管,,https://www.maruichikokan.co.jp/ir/news/index.html,,0
5464,モリ工業,,https://www.mory.co.jp/content/news/,,0
5471,大同特殊鋼,,https://www.daido.co.jp/ir/index.html,,0
5476,日本高周波鋼業,,http://www.koshuha.co.jp/ir/news.html,,0
5480,日本冶金工業,,https://www.nyk.co.jp/investors/news/,,1
5481,山陽特殊製鋼,,https://www.sanyo-steel.co.jp/news/ir.php,,0
5482,愛知製鋼,,https://www.aichi-steel.co.jp/ir/news/,,0
5484,東北特殊鋼,,http://www.tohokusteel.com/ja/news/irnews.html,,0
5486,日立金属,,https://www.hitachi-metals.co.jp/ir/ir-press.html,上場廃止,0
5491,日本金属,,https://www.nipponkinzoku.co.jp/ir-news,,0
5541,大平洋金属,,https://www.pacific-metals.co.jp/news/,,1
5542,新報国マテリアル,,https://www.shst.co.jp/irinfo,,0
5563,新日本電工,,https://www.nippondenko.co.jp/ir/news/,,1
5602,栗本鉄工所,,https://www.kurimoto.co.jp/release/type/ir/index.html,,0
5603,虹技,,https://www.kogi.co.jp/topics/,,0
5607,中央可鍛工業,,https://www.chuokatan.co.jp/ir/ir_news.html,,0
5609,日本鋳造,,https://www.nipponchuzo.co.jp/invester/news/,,0
5610,大和重工,,https://www.daiwajuko.co.jp/company/ir/,,0
5612,日本鋳鉄管,,https://www.nichu.co.jp/news/,,0
5631,日本製鋼所,,https://www.jsw.co.jp/ja/ir/irnews/latest/,,1
5632,三菱製鋼,,https://www.mitsubishisteel.co.jp/news/2023.html,2023年用,0
5644,メタルアート,,https://www.metalart.co.jp/ir/news/,,0
5658,日亜鋼業,,https://www.nichiasteel.co.jp/ir-news/,,0
5659,日本精線,,https://www.n-seisen.co.jp/ir/news/,,0
5660,神鋼鋼線工業,,https://www.shinko-wire.co.jp/news/,,0
5695,パウダーテック,,https://www.powder-tech.co.jp/investors/,,0
5697,サンユウ,,https://www.sanyu-cfs.co.jp/ir/,,0
5698,（株）エンビプロ・ホールディングス,,https://www.envipro.jp/ir/,,0
5699,（株）イボキン,,https://www.ibokin.co.jp/ir/news.html,,0
5702,大紀アルミニウム工業所,,https://www.dik-net.com/ir_news/,,1
5703,日本軽金属ホールディングス,,https://www.nikkeikinholdings.co.jp/news/news/index.html,,1
5704,（株）ＪＭＣ,,https://www.jmc-rp.co.jp/ir_news/,,0
5706,三井金属鉱業,,https://www.mitsui-kinzoku.com/toushi/ir_news/,,1
5707,東邦亜鉛,,https://www.toho-zinc.co.jp/news/,,1
5711,三菱マテリアル,,https://www.mmc.co.jp/corporate/ja/news/ir/,,1
5713,住友金属鉱山,,https://www.smm.co.jp/ir/archive/,,1
5714,ＤＯＷＡホールディングス,,https://ir.dowa.co.jp/ja/ir/news.html,,1
5715,古河機械金属,,https://www.furukawakk.co.jp/info/2023/,2023年用,0
5721,エス・サイエンス,,http://www.s-science.jp/_ir.html,,0
5724,（株）アサカ理研,,https://www.asaka.co.jp/investor/irnews/,,0
5726,（株）大阪チタニウムテクノロジーズ,,https://www.osaka-ti.co.jp/ir/ir_news.html,,1
5727,東邦チタニウム,,https://www.toho-titanium.co.jp/ir/news/,,1
5729,日本精鉱,,https://www.nihonseiko.co.jp/news/press-release/,,0
5741,（株）ＵＡＣＪ,,https://www.uacj.co.jp/ir/news/index.htm,,1
5742,エヌアイシ・オートテック,,https://www.nic-inc.co.jp/ir/press_list.html,,0
5753,日本伸銅,,http://www.nippon-shindo.co.jp/ir/news/,,0
5757,（株）ＣＫサンエツ,,https://www.cksanetu.co.jp/ir/library,,0
5759,日本電解,,https://www.nippon-denkai.co.jp/ir/irnews.html,,0
5781,東邦金属,,https://www.tohokinzoku.co.jp/company/company_ir,,0
5801,古河電気工業,,https://www.furukawa.co.jp/ir/,,1
5802,住友電気工業,,https://sumitomoelectric.com/jp/pr-news-articles,,1
5803,フジクラ,,https://www.fujikura.co.jp/ir/,,1
5805,昭和電線ホールディングス,,https://www.swcc.co.jp/hd/news/list/news-cate-03/,,0
5807,東京特殊電線,,https://www.totoku.co.jp/ir/info.html,,0
5809,タツタ電線,,https://www.tatsuta.co.jp/investor/library/publication/,微妙,0
5816,オーナンバ,,https://www.onamba.co.jp/news/,,0
5817,ＪＭＡＣＳ,,https://www.jmacs-j.co.jp/news/,,0
5819,カナレ電気,,https://www.canare.co.jp/ir/ir_news/,,0
5820,三ッ星,,https://www.kk-mitsuboshi.co.jp/ir/news/,,0
5821,平河ヒューテック,,https://www.hewtech.co.jp/ir/news.html,,0
5830,（株）いよぎんホールディングス,,https://www.iyobank.co.jp/press-release/,,1
5831,（株）しずおかフィナンシャルグループ,,https://www.shizuoka-fg.co.jp/news-release/,,1
5832,（株）ちゅうぎんフィナンシャルグループ,,https://www.chugin.co.jp/stockholder/,,1
5834,ＳＢＩリーシングサービス,,https://www.sbils.co.jp/category/ir-news/,,0
5851,リョービ,,https://www.ryobi-group.co.jp/news/ir/,,0
5852,アーレスティ,,https://www.ahresty.co.jp/ir/newslist/,,0
5856,（株）エルアイイーエイチ,,https://lieh.co.jp/investment/,,0
5857,アサヒホールディングス,,https://www.asahigroup-holdings.com/ir/news/index.html,,1
5900,ダイケン,,https://www.daiken.ne.jp/ir/press.html,,0
5901,東洋製罐グループホールディングス,,https://www.tskg-hd.com/ir/news/,,1
5902,ホッカンホールディングス,,https://hokkanholdings.co.jp/ir/release/,,0
5903,シンポ,,https://shinpo.jp/ir/ir-1/,,0
5905,日本製罐,,http://www.nihonseikan.co.jp/index.html,,0
5906,エムケー精工,,https://www.mkseiko.co.jp/news/ir.html,,0
5909,コロナ,,https://www.corona.co.jp/news/ir/,,0
5911,（株）横河ブリッジホールディングス,,https://www.ybhd.co.jp/topics/,,1
5915,（株）駒井ハルテック,,https://www.komaihaltec.co.jp/ir/data/news.html,,0
5918,瀧上工業,,http://www.takigami.co.jp/ir_information/open_information.html,,0
5921,川岸工業,,https://kawagishi.co.jp/ir/irnews/,,0
5922,那須電機鉄工,,http://www.nasudenki.co.jp/ir,,0
5923,高田機工,,https://www.takadakiko.com/news/,,0
5928,アルメタックス,,https://www.almetax.co.jp/ir,,0
5929,三和ホールディングス,,https://www.sanwa-hldgs.co.jp/ir/ir_news.html,,1
5930,文化シヤッター,,https://www.bunka-s.co.jp/ir/news/,,1
5932,三協立山,,https://www.st-grp.co.jp/ir/ir_news.html,,0
5933,アルインコ,,https://www.alinco.co.jp/corporate/index.html,,0
5935,元旦ビューティ,,https://www.gantan.co.jp/ir/,,0
5936,東洋シヤッター,,https://www.toyo-shutter.co.jp/ir_news/ir_news2/ir_news2_all,,0
5938,（株）ＬＩＸＩＬ,,https://www.lixil.com/jp/investor/ir_news/,,1
5939,大谷工業,,https://www.otanikogyo.com/news.html,,0
5940,不二サッシ,,https://www.fujisash.co.jp/hp/ir/news/,,0
5941,中西製作所,,https://www.nakanishi.co.jp/ir/notice/,微妙,0
5942,日本フイルコン,,https://www.filcon.co.jp/IR/news/index.html,,0
5943,ノーリツ,,https://www.noritz.co.jp/company/ir/news.html,,0
5945,天龍製鋸,,https://tenryu-saw.com/ja/irinfo/news/,,0
5946,長府製作所,,https://www.chofu.co.jp/ir/,,0
5947,リンナイ,,https://www.rinnai.co.jp/ir/,,0
5949,ユニプレス,,https://www.unipres.co.jp/ir,,0
5950,日本パワーファスニング,,http://www.jpf-net.co.jp/ir.html,,0
5951,ダイニチ工業,,https://www.dainichi-net.co.jp/company/news/,,0
5952,アマテイ,,http://www.amatei.co.jp/ir/?cat=2,日付に空白がはいっているかも,0
5953,昭和鉄工,,https://www.showa.co.jp/ir/latest_info/,,0
5955,ヤマシナ,,https://www.kk-yamashina.co.jp/ir/disclosure_info.html,,0
5956,トーソー,,https://www.toso.co.jp/ir/,,0
5957,日東精工,,https://www.nittoseiko.co.jp/ir/ir_news.html,,0
5958,三洋工業,,https://www.sanyo-industries.co.jp/ir/news/,,0
5959,岡部,,https://www.okabe.co.jp/ir/news.html,,0
5962,浅香工業,,https://www.asaka-ind.co.jp/ir/ekokoku.html,微妙,0
5965,フジマック,,https://www.fujimak.co.jp/corporate/news/ir_2023/,2023年用,0
5966,京都機械工具,,https://ktc.co.jp/ir/irnews/,,0
5967,ＴＯＮＥ,,https://www.tonetool.co.jp/ir/,,0
5969,ロブテックス,,https://www.lobtex.co.jp/ir/news/tabid/86/Default.aspx,,0
5970,（株）ジーテクト,,https://www.g-tekt.jp/ir/news/index.html,,0
5971,共和工業所,,https://www.kyowakogyosyo.co.jp/ir/index.html,,0
5973,トーアミ,,http://www.toami.co.jp/ir/news/,,0
5974,中国工業,,http://ckk-chugoku.co.jp/topics/topics.html,,0
5975,東プレ,,https://www.topre.co.jp/news/,,0
5976,高周波熱錬,,https://www.k-neturen.co.jp/investor/tabid/184/Default.aspx,,0
5979,カネソウ,,http://www.kaneso.co.jp/onepoint/index.htm,,0
5981,東京製綱,,https://www.tokyorope.co.jp/ir/news/2023/,2023年用,0
5982,マルゼン,,http://www.maruzen-kitchen.co.jp/toushika/ir_news.html,,0
5983,イワブチ,,https://www.iwabuchi.co.jp/ir/news.html?year=2023,2023年用,0
5984,兼房,,http://www.kanefusa.co.jp/koukoku.html,微妙,0
5985,サンコール,,https://www.suncall.co.jp/ir/,,0
5986,モリテックスチール,,https://www.molitec.co.jp/irinfo/,,1
5987,オーネックス,,http://www.onex.jp/ir/press.php,,0
5988,パイオラックス,,https://www.piolax.co.jp/jp/shareholder/ir/,,1
5989,（株）エイチワン,,https://www.h1-co.jp/news/,,0
5990,スーパーツール,,https://www.supertool.co.jp/ir/news_list.php,,0
5991,日本発条,,https://www.nhkspg.co.jp/ir/ir_news/2023.html,2023年用,1
5992,中央発條,,https://www.chkk.co.jp/news.html,,0
5993,知多鋼業,,http://www.chitakogyo.co.jp/ir/,,0
5994, ,,https://www.fine-sinter.com/ir/news/,,0
5997,協立エアテック,,https://www.kak-net.co.jp/news/index.html,,0
5998,アドバネクス,,https://www.advanex.co.jp/news/,,0
5999,イハラサイエンス,,https://www.ihara-sc.co.jp/news/?y=2023,2023年用,0
6005,三浦工業,,https://www.miuraz.co.jp/news/ir/,,1
6013,タクマ,,https://www.takuma.co.jp/investor/,,0
6016,（株）ジャパンエンジンコーポレーション,,https://www.j-eng.co.jp/investors/ir-information.html,,0
6018,阪神内燃機工業,,https://hanshin-dw.co.jp/ir/irnews/,,0
6022,赤阪鐵工所,,https://www.akasaka-diesel.jp/category/cate-ir02/,,0
6023,ダイハツディーゼル,,http://www.dhtd.co.jp/ja/news/ir/,,0
6025,日本ＰＣサービス,,https://www.j-pcs.jp/news/ir_all,,0
6026,ＧＭＯ　ＴＥＣＨ,,https://gmotech.jp/ir/,,0
6027,弁護士ドットコム,,https://www.bengo4.com/corporate/ir/,,1
6028,テクノプロ・ホールディングス,,https://www.technoproholdings.com/ir/news/,,1
6029,アトラグループ,,https://www.artra-group.co.jp/ir/news/index.php,,0
6030,（株）アドベンチャー,,https://jp.adventurekk.com/ir/news/,,0
6031,サイジニア,,https://scigineer.com/news/,,0
6032,（株）インターワークス,,https://interworks.jp/ir,,0
6033,（株）エクストリーム,,https://www.e-xtreme.co.jp/ir/irnews.html,,0
6034,ＭＲＴ,,https://medrt.co.jp/ir/news/,,0
6035,アイ・アールジャパンホールディングス,,https://www.irjapan.jp/ir_info/release/notice.html,,1
6036,ＫｅｅＰｅｒ技研,,https://keepergiken.co.jp/ir/news,,1
6037,（株）ファーストロジック,,https://www.firstlogic.co.jp/ir/ir_news/,,0
6038,（株）イード,,https://www.iid.co.jp/ir/news/,,0
6039,（株）日本動物高度医療センター,,https://www.jarmec.co.jp/ir/news/,,0
6040,日本スキー場開発,,https://www.nippon-ski.jp/ir-news.php,,0
6042,ニッキ,,https://www.nikkinet.co.jp/our-company/#our-company11,,0
6044,（株）三機サービス,,https://www.sanki-s.co.jp/irnews/,,0
6045,（株）レントラックス,,https://www.rentracks.co.jp/ir/news/,,0
6046,（株）リンクバル,,https://linkbal.co.jp/ir/ir-news/,,0
6047,（株）Ｇｕｎｏｓｙ,,https://gunosy.co.jp/ir/irnews/,,1
6048,（株）デザインワン・ジャパン,,https://www.designone.jp/investors/news/,,0
6049,（株）イトクロ,,https://www.itokuro.jp/ir/news/,,0
6050,イー・ガーディアン,,https://www.e-guardian.co.jp/ir-news/,,0
6054,（株）リブセンス,,https://www.livesense.co.jp/ir/news/,,1
6055,ジャパンマテリアル,,https://www.j-materials.jp/ir/news/,,1
6058,（株）ベクトル,,https://vectorinc.co.jp/ir/ir_news,,1
6059,（株）ウチヤマホールディングス,,http://www.uchiyama-gr.jp/ir/whatsnew.html,,0
6060,こころネット,,https://cocolonet.jp/ir_news.html,,0
6061,（株）ユニバーサル園芸社,,https://www.uni-green.co.jp/investor-relations/,日付の年だけ別扱い,0
6062,（株）チャーム・ケア・コーポレーション,,https://www.charmcc.jp/corp/ir/,,0
6063,日本エマージェンシーアシスタンス,,https://emergency.co.jp/ir/news/,,0
6067,インパクトホールディングス,,https://impact-h.co.jp/ir/news/?yr=2023&tp=0,2023年用,0
6069,トレンダーズ,,https://www.trenders.co.jp/ir/news/,,1
6070,キャリアリンク,,https://ir.careerlink.co.jp/press.html,,0
6071,（株）ＩＢＪ,,https://www.ibjapan.jp/ir/news,,0
6072,地盤ネットホールディングス,,https://jiban-holdings.jp/ir/news.shtml,,0
6073,（株）アサンテ,,https://www.asante.co.jp/ir/news/,,0
6074,（株）ジェイエスエス,,https://www.jss-group.co.jp/ir/news.html,,0
6076,（株）アメイズ,,https://www.az-hotels.co.jp/ir/,,0
6078,（株）バリューＨＲ,,https://www.valuehr.com/ir_news_all.html#ir_news_all,,0
6080,Ｍ＆Ａキャピタルパートナーズ,,https://www.ma-cp.com/ir/news.html,,0
6081,アライドアーキテクツ,,https://www.aainc.co.jp/ir/irnews/,,1
6082,ライドオンエクスプレスホールディングス,,https://ir.rideonexpresshd.co.jp/ja/irnews.html,,0
6083,ＥＲＩホールディングス,,https://www.h-eri.co.jp/ir/ir_news.html,,0
6085,アーキテクツ・スタジオ・ジャパン,,https://www.asj.ad.jp/ir/index.html,,0
6086,シンメンテホールディングス,,https://www.shin-pro.com/ir/irnews.html,,0
6087,（株）アビスト,,https://www.abist.co.jp/news_release/index.html,,0
6088,（株）シグマクシス・ホールディングス,,https://www.sigmaxyz.com/ir/news/,,0
6089,（株）ウィルグループ,,https://willgroup.co.jp/ir/news/,,0
6090,ヒューマン・メタボローム・テクノロジーズ,,https://humanmetabolome.com/jpn/ir-info/news/,,0
6091,（株）ウエスコホールディングス,,https://www.wescohd.co.jp/ir/,,0
6092,（株）エンバイオ・ホールディングス,,https://enbio-holdings.com/ir/news/,,0
6093,（株）エスクロー・エージェント・ジャパン,,https://www.ea-j.jp/ir/news.html,,0
6094,（株）フリークアウト・ホールディングス,,https://www.fout.co.jp/ir/irnews/,,1
6095,メドピア,,https://medpeer.co.jp/ir/irnews.html,,1
6096,（株）レアジョブ,,https://www.rarejob.co.jp/ir/news,,0
6098,（株）リクルートホールディングス,,https://recruit-holdings.com/ja/newsroom/ir/,,1
6099,（株）エラン,,https://www.kkelan.com/ir/news/,,0
6101,ツガミ,,https://www.tsugami.co.jp/news/press/,,1
6103,オークマ,,https://www.okuma.co.jp/ir/news_back.html,,0
6104,芝浦機械,,https://www.shibaura-machine.co.jp/jp/NEWS/ir/,,0
6111,旭精機工業,,https://www.asahiseiki-mfg.co.jp/ir/news/,,0
6113,（株）アマダ,,https://www.amada.co.jp/ja/ir/update/,,1
6118,アイダエンジニアリング,,https://www.aida.co.jp/ir/irnews.html,,0
6121,（株）ＴＡＫＩＳＡＷＡ,,https://www.takisawa.co.jp/ir/news.html,,0
6125,岡本工作機械製作所,,https://www.okamoto.co.jp/page1,,0
6131,浜井産業,,https://www.hamai.com/newscat/ir-news/,,0
6134,（株）ＦＵＪＩ,,https://www.fuji.co.jp/ir/,,1
6135,牧野フライス製作所,,https://ir.makino.co.jp/,,0
6136,オーエスジー,,https://www.osg.co.jp/about_us/ir/news/index.html,,1
6137,小池酸素工業,,https://www.koike-japan.com/jp/ir/kessan,微妙,0
6138,ダイジェット工業,,https://www.dijet.co.jp/company/ir/,,0
6140,旭ダイヤモンド工業,,https://www.asahidia.co.jp/irnews/,,0
6141,ＤＭＧ森精機,,https://www.dmgmori.co.jp/corporate/ir/ir_library/ir_news/,,1
6142,富士精工,,https://www.c-max.co.jp/irinfo02.htm,,0
6143,ソディック,,https://www.sodick.co.jp/ir/irnews.html,,1
6144,西部電機,,https://www.seibudenki.co.jp/ir/ir_news.html,,0
6145,ＮＩＴＴＯＫＵ,,https://nittoku.co.jp/ir/disc-back/,,0
6146,ディスコ,,https://www.disco.co.jp/jp/ir/news/,,1
6147,ヤマザキ,,https://www.yamazakipan.co.jp/ir/ir-news/index.html,,0
6149,小田原エンジニアリング,,https://odawara-eng.co.jp/irinfo/,,0
6150,タケダ機械,,https://www.takeda-mc.co.jp/ir/,,0
6151,日東工器,,https://www.nitto-kohki.co.jp/ir/news/,,0
6155,高松機械工業,,https://www.takamaz.co.jp/news/,,0
6156,エーワン精密,,https://www.a-one-seimitsu.co.jp/financials-ja.php,,0
6157,日進工具,,https://www.ns-tool.com/ja/ir/topics/,,0
6158,（株）和井田製作所,,https://www.waida.co.jp/ir/,,0
6159,ミクロン精密,,https://www.micron-grinder.co.jp/ir/announceother/,,0
6161,（株）エスティック,,https://www.estic.co.jp/news/index.html?no=tab4,,0
6164,（株）太陽工機,,https://www.taiyokoki.com/jp/news/category/ir/,,0
6165,パンチ工業,,https://www.punch.co.jp/ir/2023/,2023年用,0
6166,（株）中村超硬,,http://www.nakamura-gp.co.jp/ir/news.html,,0
6167,冨士ダイス,,https://www.fujidie.co.jp/ir/tabid/142/Default.aspx,,0
6171,（株）土木管理総合試験所,,http://www.dksiken.co.jp/ir/,,0
6172,（株）メタップス,,https://metaps.com/ja/ir/news,,0
6173,（株）アクアライン,,https://www.aqualine.jp/ir/news.html,,0
6175,（株）ネットマーケティング,,https://www.net-marketing.co.jp/ir/news/,上場廃止,0
6176,（株）ブランジスタ,,https://www.brangista.com/ir/press/,,0
6177,ＡｐｐＢａｎｋ,,https://ir.appbank.co.jp/ir/news.html,,0
6178,日本郵政,,https://www.japanpost.jp/ir/news/jpn/,,1
6180,ＧＭＯメディア,,https://www.gmo.media/ir/ir-news/,,0
6181,タメニー,,https://tameny.jp/ir/news/,,0
6182,（株）メタリアル,,https://www.metareal.jp/ir/ir_news/,,0
6183,（株）ベルシステム２４ホールディングス,,https://www.bell24.co.jp/ja/ir/news/,,0
6184,（株）鎌倉新書,,https://www.kamakura-net.co.jp/ir/news/,,1
6185,ＳＭＮ,,https://www.so-netmedia.jp/ir/news/,,0
6186,（株）一蔵,,https://www.ichikura.jp/ir/irnews.html,,0
6188,富士ソフトサービスビューロ,,https://www.fsisb.co.jp/news/2023/,2023年用,0
6189,（株）グローバルキッズＣＯＭＰＡＮＹ,,https://www.gkids.jp/news/,,0
6190,（株）フェニックスバイオ,,https://phoenixbio.co.jp/ir/news.html,,0
6191,（株）エアトリ,,https://www.airtrip.co.jp/ir/news/,,1
6192,ハイアス・アンド・カンパニー,,https://www.hyas.co.jp/corporate/ir/news.html,,0
6193,バーチャレクス・ホールディングス,,https://www.vx-holdings.com/ir/news.html,,0
6194,（株）アトラエ,,https://atrae.co.jp/ir/,,1
6195,（株）ホープ,,https://www.zaigenkakuho.com/ir/irnews/,,1
6196,（株）ストライク,,https://www.strike.co.jp/ir/news/,,0
6197,（株）ソラスト,,https://www.solasto.co.jp/ir/jp/news/index.html,,1
6198,（株）キャリア,,https://www.careergift.co.jp/ir/ir_news/index.html,,0
6199,（株）セラク,,https://www.seraku.co.jp/ir/news/,,0
6200,（株）インソース,,https://www.insource.co.jp/ir/index.html,,1
6201,豊田自動織機,,https://www.toyota-shokki.co.jp/news/index.html,,1
6203,豊和工業,,https://www.howa.co.jp/ir/irnews.html,,0
6205,ニデックオーケーケー,,https://www.nidec.com/jp/nidec-okk/ex_news/,,0
6208,石川製作所,,https://www.ishiss.co.jp/ir.html#koukoku,微妙,0
6210,東洋機械金属,,https://www.toyo-mm.co.jp/fia,,0
6217,津田駒工業,,https://www.tsudakoma.co.jp/stockholder/news/,日付一部が令和,0
6218,エンシユウ,,https://www.enshu.co.jp/ja/ir/,,0
6222,島精機製作所,,https://www.shimaseiki.co.jp/news/ir/,,0
6226,守谷輸送機工業,,https://moriya-elevator.co.jp/ir/news/,,0
6227,ＡＩメカテック,,https://www.ai-mech.com/ir/irnews/,,0
6229,（株）オーケーエム,,https://www.okm-net.jp/ir/news.php,,0
6230,ＳＡＮＥＩ,,https://www.sanei.ltd/ir/irnews/,,0
6231,木村工機,,https://www.kimukoh.co.jp/ir/news_ir,,0
6232,（株）ＡＣＳＬ,,https://www.acsl.co.jp/ir/news/,,0
6233,極東産機,,https://www.kyokuto-sanki.co.jp/ir/news,,0
6235,（株）オプトラン,,https://www.optorun.co.jp/ir/irbackno.html,,1
6236,ＮＣホールディングス,,https://www.nc-hd.jp/ir/,,0
6237,（株）イワキポンプ,,https://www.iwakipumps.co.jp/ir/news.html,,0
6238,フリュー,,https://www.furyu.jp/ir/news.html,,0
6239,（株）ナガオカ,,https://www.nagaokajapan.co.jp/ir/news/,,0
6240,ヤマシンフィルタ,,http://www.yamashin-filter.co.jp/ja/news.html,,1
6245,ヒラノテクシード,,https://www.hirano-tec.co.jp/investors/news/,,0
6246,（株）テクノスマート,,https://www.technosmart.co.jp/ir/,,0
6247,日阪製作所,,https://www.hisaka.co.jp/cms/press_release,,0
6248,（株）横田製作所,,https://www.aquadevice.com/01top_epn1.htm,,0
6249,（株）ゲームカード・ジョイコＨＤ,,https://www.gjhd.jp/ir/,,0
6250,（株）やまびこ,,https://www.yamabiko-corp.co.jp/ir/news/,,0
6254,野村マイクロ・サイエンス,,https://www.nomura-nms.co.jp/ir/news/,,0
6255,（株）エヌ・ピー・シー,,https://www.npcgroup.net/ir?k=c4,,1
6257,（株）藤商事,,https://www.fujimarukun.co.jp/corp/news/2023/,2023年用,0
6258,平田機工,,https://www.hirata.co.jp/ir/news/,,0
6262,ペガサスミシン製造,,https://www.pegasus.co.jp/ja/ir/news.php,,0
6264,（株）マルマエ,,https://www.marumae.com/ir_1.html,,0
6265,コンバム,,https://convum.co.jp/ir-info/,,0
6266,タツモ,,https://tazmo.co.jp/wn/,,0
6267,ゼネラルパッカー,,https://www.general-packer.co.jp/ir/news/,,0
6268,ナブテスコ,,https://www.nabtesco.com/ir/library/news.html,,1
6269,三井海洋開発,,https://www.modec.com/jp/news/,,1
6272,レオン自動機,,https://www.rheon.com/ir/,,0
6273,ＳＭＣ,,https://www.smcworld.com/ir.htm,,1
6276,シリウスビジョン,,https://siriusvision.jp/ir/,,0
6277,ホソカワミクロン,,https://www.hosokawamicron.co.jp/jp/ir/,,0
6278,ユニオンツール,,https://www.uniontool.co.jp/ir/news.html,,0
6279,瑞光,,https://www.zuiko.co.jp/ir/library/,,0
6282,オイレス工業,,https://www.oiles.co.jp/ir/news/,,0
6284,日精エー・エス・ビー機械,,https://www.nisseiasb.co.jp/ja/ir/,,0
6286,靜甲,,https://www.seiko-co.com/ir/,,0
6287,サトーホールディングス,,https://www.sato.co.jp/about/ir/news/,,0
6289,技研製作所,,https://www.giken.com/ja/news/ir/,,0
6291,日本エアーテック,,https://www.airtech.co.jp/ir/news.html,,0
6292,カワタ,,https://www.kawata.cc/information/ir/,,0
6293,日精樹脂工業,,https://www.nisseijushi.co.jp/corporate/ir.php,,0
6294,オカダアイヨン,,https://www.aiyon.co.jp/ir-relations/,,0
6295,富士変速機,,https://www.fujihensokuki.co.jp/ir/,,0
6297,鉱研工業,,https://www.koken-boring.co.jp/news/,,0
6298,ワイエイシイホールディングス,,https://www.yac.co.jp/ja/ir/news.html,,0
6301,小松製作所,,https://www.komatsu.jp/ja/newsroom,,1
6302,住友重機械工業,,https://www.shi.co.jp/info/index.html,,1
