コード,銘柄名,対象外,IRニュースURL,備考,出来高13万以上かつ株価100円以上
4198,（株）テンダ,,https://www.tenda.co.jp/ir/library/news.html,,0
4199,ワンダープラネット,,https://wonderpla.net/news/,,0
4200,（株）ＨＣＳホールディングス,,https://www.hcs-hd.co.jp/ir/news,,0
4202,（株）ダイセル,,https://www.daicel.com/news/2023/,2023年用,1
4203,住友ベークライト,,https://www.sumibe.co.jp/ir/library/index.html,,0
4204,積水化学工業,,https://www.sekisui.co.jp/news/,,1
4205,日本ゼオン,,https://www.zeon.co.jp/ir/,,1
4206,アイカ工業,,https://www.aica.co.jp/company/ir/news/2023/,2023年用,0
4208,ＵＢＥ,,https://www.ube.co.jp/ube/jp/ir/news/2023/index.html,2023年用,1
4212,積水樹脂,,https://www.sekisuijushi.co.jp/shareholder_investor/,,0
4215,タキロンシーアイ,,https://www.takiron-ci.co.jp/news/?news-category=ir,,0
4216,旭有機材,,https://www.asahi-yukizai.co.jp/ir_news/,,0
4218,ニチバン,,https://www.nichiban.co.jp/news/2023/#tab_content_03,2023年用,0
4220,リケンテクノス,,https://www.rikentechnos.co.jp/ir/news/,,0
4221,大倉工業,,https://www.okr-ind.co.jp/ir/ir-information/,,0
4222,児玉化学工業,,https://www.kodama-chemical.co.jp/ir/news.html,,0
4224,ロンシール工業,,https://www.lonseal.co.jp/ir/,,0
4228,積水化成品工業,,https://www.sekisuikasei.com/jp/news/?cate=2,,0
4229,群栄化学工業,,https://gunei-chemical.co.jp/ir/index.html,,0
4231,タイガースポリマー,,https://tigers.jp/ir/,,0
4234,サンエー化研,,https://www.sun-a-kaken.co.jp/ir/,,0
4235,ウルトラファブリックス・ホールディングス,,https://www.ultrafabricshd.co.jp/ir/ir_news/,,0
4237,フジプレアム,,http://www.fujipream.co.jp/news/?page_id=522,,0
4238,ミライアル,,https://www.miraial.co.jp/ir/,,0
4240,クラスターテクノロジー,,https://www.cluster-tech.co.jp/ir_info/news.html,セキュリティが低い,0
4241,（株）アテクト,,https://www.atect.co.jp/ir/,,0
4242,（株）タカギセイコー,,https://www.takagi-seiko.co.jp/ir/ir_news/,,0
4243,（株）ニックス,,https://nix.co.jp/ir_library,IRない,0
4245,（株）ダイキアクシス,,https://www.daiki-axis.com/ir/epn/,,0
4246,ダイキョーニシカワ,,https://www.daikyonishikawa.co.jp/jp/ir/news/index.html,,0
4247,ポバール興業,,https://www.poval.co.jp/ir/news/,,0
4248,竹本容器,,https://www.takemotokk.jp/library/,微妙,0
4249,森六ホールディングス,,https://www.moriroku.co.jp/ir/news/index.html,,0
4250,（株）フロンティア,,https://all-frontier.com/ir/news,,0
4251,恵和,,https://www.keiwa.co.jp/ir/news.html,,1
4255,ＴＨＥＣＯＯ,,https://ir.thecoo.co.jp/ir-news-jp,,0
4256,（株）サインド,,https://cynd.co.jp/ir/news/,,0
4258,（株）網屋,,https://www.amiya.co.jp/ir/news/,,0
4259,（株）エクサウィザーズ,,https://exawizards.com/ir/news,,1
4260,（株）ハイブリッドテクノロジーズ,,https://hybrid-technologies.co.jp/ir/news/,,1
4261,アジアクエスト,,https://www.asia-quest.jp/ir/irnews/,,0
4262,ニフティライフスタイル,,https://niftylifestyle.co.jp/ir/ir_news/,,0
4263,サスメド,,https://www.susmed.co.jp/ir/irnews/,,1
4264,（株）セキュア,,https://secureinc.co.jp/ir/irnews/,,0
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌ,,https://i-globalsociety.com/ir/news/,,0
4267,（株）ライトワークス,,https://www.lightworks.co.jp/ir/news,,0
4268,エッジテクノロジー,,https://www.edge-tech.co.jp/ir/news/,,0
4270,（株）ＢｅｅＸ,,https://www.beex-inc.com/ir/news,,0
4272,日本化薬,,https://www.nipponkayaku.co.jp/ir/news/,,1
4274,細谷火工,,http://www.hosoya-pyro.co.jp/ir.html,,0
4275,カーリットホールディングス,,https://www.carlithd.co.jp/news/index.html,,0
4284,ソルクシーズ,,https://www.solxyz.co.jp/investor/ir-news/,,0
4286,（株）ＣＬホールディングス,,https://www.clholdings.co.jp/ir/ir_news/,,0
4287,ジャストプランニング,,https://www.justweb.co.jp/ir/news-release/,,0
4288,アズジェント,,https://www.asgent.co.jp/Investor/reference/tanshin/,,0
4290,プレステージ・インターナショナル,,http://www.prestigein.com/IR/ir_news.html,,1
4293,（株）セプテーニ・ホールディングス,,https://www.septeni-holdings.co.jp/ir/irnews/,,1
4295,フェイス,,https://www.faith.co.jp/ir/news/index.html,,0
4298,プロトコーポレーション,,https://www.proto-g.co.jp/IR/news/,,0
4299,ハイマックス,,https://www.himacs.jp/news/index.php,,0
4301,アミューズ,,https://www.amuse.co.jp/ir/news/,,0
4304,Ｅストアー,,https://estore.co.jp/ir/ir-news/,,0
4307,野村総合研究所,,https://ir.nri.com/jp/ir/news.html,,1
4308,Ｊストリーム,,https://www.stream.co.jp/investor/ir_info/,,0
4310,ドリームインキュベータ,,https://www.dreamincubator.co.jp/news/ir/,,0
4312,サイバネットシステム,,https://www.cybernet.co.jp/company/about/news/,,0
4316,ビーマップ,,https://www.bemap.co.jp/irinfo/library.php,微妙,0
4317,レイ,,https://ray.co.jp/ir/news/,,0
4318,クイック,,https://919.jp/news/irnews/,,0
4319,ＴＡＣ,,https://ir.tac-school.co.jp/whatsnew.html,,0
4320,（株）ＣＥホールディングス,,https://www.ce-hd.co.jp/ir/irnews/,,0
4323,日本システム技術,,https://www.jast.jp/ir/,,0
4324,（株）電通グループ,,https://www.group.dentsu.com/jp/ir/,,1
4326,（株）インテージホールディングス,,https://www.intageholdings.co.jp/ir/news/,,0
4327,日本エス・エイチ・エル,,http://www2.shl.ne.jp/ir/index.asp,,0
4331,テイクアンドギヴ・ニーズ,,https://www.tgn.co.jp/company/ir/news/,,0
4333,東邦システムサイエンス,,https://www.tss.co.jp/ir/tabid/558/Default.aspx,,0
4334,ユークス,,https://www.yukes.co.jp/ir/release/,,0
4335,アイ・ピー・エス,,https://ipsism.co.jp/ir/irnews/,,0
4337,ぴあ,,https://corporate.pia.jp/news/ir.html,,0
4341,西菱電機,,https://www.seiryodenki.co.jp/ir-information/ir-news/,,0
4343,イオンファンタジー,,https://www.fantasy.co.jp/company/ir/library/library_01.html,,0
4344,ソースネクスト,,https://sourcenext.co.jp/ir/release/,,1
4345,シーティーエス,,https://www.cts-h.co.jp/ir/ir_news/,,0
4346,（株）ネクシィーズグループ,,https://www.nexyzgroup.jp/investor/news/,,0
4347,ブロードメディア,,https://www.broadmedia.co.jp/ir/news/2023/,2023年用,0
4348,インフォコム,,https://www.infocom.co.jp/ja/ir/news.html,,0
4349,テスク,,https://www.kktisc.co.jp/release/ir/,,0
4350,メディカルシステムネットワーク,,https://www.msnw.co.jp/ir/news/,,0
4351,山田債権回収管理総合事務所,,https://www.yamada-servicer.co.jp/news.html,,0
4355,ロングライフホールディング,,https://www.longlife-holding.co.jp/ir/news_index.php,,0
4356,応用技術,,https://www.apptec.co.jp/ir/index.html,令和、アルファベット記載,0
4360,（株）マナック・ケミカル・パートナーズ,,https://mcps.co.jp/ir/,,0
4361,川口化学工業,,https://www.kawachem.co.jp/ir/other/,,0
4362,日本精化,,https://www.nipponseika.co.jp/category/ir-news/,,0
4365,松本油脂製薬,,https://www.mtmtys.co.jp/ir/,,0
4366,ダイトーケミックス,,https://www.daitochemix.co.jp/news/,,0
4367,広栄化学,,https://www.koeichem.com/ir/ir_news.html,,0
4368,扶桑化学工業,,https://fusokk.co.jp/ir_cat/press-release,,0
4369,（株）トリケミカル研究所,,http://www.trichemical.com/index.html,,1
4370,モビルス,,https://mobilus.co.jp/ir/irnews,,0
4371,（株）コアコンセプト・テクノロジー,,https://www.cct-inc.co.jp/ir/irnews/,,0
4372,ユミルリンク,,https://www.ymir.co.jp/ir/news/,,0
4373,シンプレクス・ホールディングス,,https://www.simplex.holdings/ir/news/,,0
4374,（株）ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,,https://www.robotpayment.co.jp/ir/news/,,0
4375,セーフィー,,https://safie.co.jp/ir/news/,,1
4376,（株）くふうカンパニー,,https://kufu.company/ir/news/,,0
4377,（株）ワンキャリア,,https://onecareer.co.jp/ir/ir-news/,,0
4378,（株）ＣＩＮＣ,,https://www.cinc-j.co.jp/ir/irnews/,,0
4379,（株）Ｐｈｏｔｏｓｙｎｔｈ,,https://photosynth.co.jp/ir/news/,,0
4380,（株）Ｍマート,,https://www.m-mart.co.jp/ir/irnews/index.html,,0
4381,ビープラッツ,,https://www.bplats.co.jp/ir/irnews/,,0
4382,ＨＥＲＯＺ,,https://heroz.co.jp/ir/news/,,0
4384,ラクスル,,https://corp.raksul.com/ir/news/,,1
4385,（株）メルカリ,,https://about.mercari.com/ir/news/,,1
4386,（株）ＳＩＧグループ,,https://www.sig-group.co.jp/ir/news/,,0
4387,（株）ＺＵＵ,,https://zuu.co.jp/ir/library/,,0
4388,（株）エーアイ,,https://www.ai-j.jp/ir/irnews/,,0
4389,プロパティデータバンク,,https://corp.propertydbk.com/ir/news/,,0
4390,（株）ＩＰＳ,,https://ipsism.co.jp/ir/irnews/,,0
4391,ロジザード,,https://www.logizard.co.jp/ir/irnews/,,0
4392,ＦＩＧ,,https://figinc.swcms.net/ja/ir/irnews.html,,1
4393,（株）バンク・オブ・イノベーション,,https://boi.jp/irnews/,,1
4394,（株）エクスモーション,,https://www.corporate.exmotion.co.jp/ir/news.html,,0
4395,（株）アクリート,,https://www.accrete-inc.com/company/ir/irnews.html,,0
4396,（株）システムサポート,,https://www.sts-inc.co.jp/ir/release.html,,0
4397,（株）チームスピリット,,https://corp.teamspirit.com/ja-jp/ir/news.html,,0
4398,（株）ブロードバンドセキュリティ,,https://www.bbsec.co.jp/ir/news/index.html,,0
4401,（株）ＡＤＥＫＡ,,https://www.adeka.co.jp/news/,,1
4403,日油,,https://www.nof.co.jp/news/category/ir,,1
4404,ミヨシ油脂,,https://www.miyoshi-yushi.co.jp/ir/,,0
4406,新日本理化,,https://www.nj-chem.co.jp/app/ir,,0
4409,東邦化学工業,,https://toho-chem.co.jp/ir/irnews/,,0
4410,ハリマ化成グループ,,https://www.harima.co.jp/ir/library/epub.html,,0
4412,（株）サイエンスアーツ,,https://www.buddycom.net/ja/ir/irnews.html,,0
4413,（株）ボードルア,,https://www.baudroie.jp/ir/irnews/,,0
4414,（株）フレクト,,https://www.flect.co.jp/ir/news/,,0
4415,（株）ブロードエンタープライズ,,https://broad-e.co.jp/ir/news/,,0
4416,（株）Ｔｒｕｅ　Ｄａｔａ,,https://www.truedata.co.jp/ir/irnews/,,0
4417,グローバルセキュリティエキスパート,,https://www.gsx.co.jp/ir/news/,,0
4418,（株）ＪＤＳＣ,,https://jdsc.ai/ir/,,0
4419,（株）Ｆｉｎａｔｅｘｔホールディングス,,https://hd.finatext.com/ir/irnews/,,0
4420,イーソル,,https://www.esol.co.jp/irnews/,,0
4421,（株）ディ・アイ・システム,,https://www.di-system.co.jp/news/,,0
4422,ＶＡＬＵＥＮＥＸ,,https://www.valuenex.com/jp/news-all,,0
4423,アルテリア・ネットワークス,,https://www.arteria-net.com/ir/news/,,0
4424,（株）Ａｍａｚｉａ,,https://amazia.co.jp/ir/irnews/,,0
4425,Ｋｕｄａｎ,,https://kudanir.com/irnews/,,0
4427,（株）ＥｄｕＬａｂ,,https://www.edulab-inc.com/ir/news/index.html,,0
4428,（株）シノプス,,https://www.sinops.jp/ir/news/index.html,,0
4429,リックソフト,,https://www.ricksoft.jp/company/ir/news.html,,0
4430,東海ソフト,,https://www.tokai-soft.co.jp/ir/news.html,,0
4431,（株）スマレジ,,https://corp.smaregi.jp/ir/news/,,1
4432,ウイングアーク１ｓｔ,,https://ir.wingarc.com/news/,,0
4433,（株）ヒト・コミュニケーションズＨＤ,,http://www.hitocom-hd.com/ja/ir/news.html,,0
4434,（株）サーバーワークス,,https://www.serverworks.co.jp/ir/news.html,,0
4435,（株）カオナビ,,https://corp.kaonavi.jp/ir/news/,,0
4436,（株）ミンカブ・ジ・インフォノイド,,https://minkabu.co.jp/ir/library?yr=2023&tp=0,2023年用,1
4437,ｇｏｏｄｄａｙｓホールディングス,,https://gooddays.jp/ir/irnews/,,0
4438,（株）Ｗｅｌｂｙ,,https://welby.jp/ir/irnews/,,0
4439,（株）東名,,https://www.toumei.co.jp/ir/news/,,0
4440,（株）ヴィッツ,,https://www.witz-inc.co.jp/ir/news/,,0
4441,トビラシステムズ,,https://tobila.com/ir/library/disclosure/,,0
4442,バルテス,,https://www.valtes.co.jp/ir/news/,,0
4443,Ｓａｎｓａｎ,,https://ir.corp-sansan.com/ja/ir/news.html,,1
4444,（株）インフォネット,,https://www.e-infonet.jp/ir/news.html,,0
4445,リビン・テクノロジーズ,,https://www.lvn.co.jp/ir/irnews/?yr=2023&tp=0,2023年用,0
4446,（株）Ｌｉｎｋ－Ｕ,,https://www.link-u.co.jp/ir/news,,0
4447,（株）ピー・ビーシステムズ,,https://www.pbsystems.co.jp/ir/ir_news/,,0
4448,Ｃｈａｔｗｏｒｋ,,https://corp.chatwork.com/ja/ir/news/,,1
4449,（株）ギフティ,,https://giftee.co.jp/ir/news/,,1
4450,（株）パワーソリューションズ,,https://www.powersolutions.co.jp/ir/irnews.html,,0
4452,花王,,https://www.kao.com/jp/corporate/investor-relations/topics/,,1
4461,第一工業製薬,,https://www.dks-web.co.jp/news/?code=ir,,0
4462,石原ケミカル,,https://www.unicon.co.jp/news_ir/,,0
4463,日華化学,,https://www.nicca.co.jp/ir/news.html,,0
4464,ソフト９９コーポレーション,,https://www.soft99.co.jp/ir/ir-news/,,0
4465,ニイタカ,,https://www.niitaka.co.jp/news_ir/,,0
4471,三洋化成工業,,https://www.sanyo-chemical.co.jp/archives/category/ir,,0
4475,ＨＥＮＮＧＥ,,https://hennge.com/jp/ir/irnews/,,1
4476,ＡＩ　ＣＲＯＳＳ,,https://aicross.co.jp/ir/irnews.html?yr=2023&tp=0,2023年用,0
4477,ＢＡＳＥ,,https://binc.jp/ir/news,,1
4478,フリー,,https://corp.freee.co.jp/ir/news/,,1
4479,（株）マクアケ,,https://www.makuake.co.jp/ir/news/,,0
4480,（株）メドレー,,https://www.medley.jp/notice/,,1
4481,ベース,,https://www.basenet.co.jp/ir/news.html,,0
4482,（株）ウィルズ,,https://www.wills-net.co.jp/news/,,0
4483,（株）ＪＭＤＣ,,https://www.jmdc.co.jp/ir/news/,,1
4484,ランサーズ,,https://www.lancers.co.jp/ir/irnews/,,0
4485,（株）ＪＴＯＷＥＲ,,https://www.jtower.co.jp/news,,1
4486,ユナイトアンドグロウ,,https://www.ug-inc.net/ir/ir-news,,0
4487,（株）スペースマーケット,,https://spacemarket.co.jp/ir/irnews/,,0
4488,ＡＩ　ｉｎｓｉｄｅ,,https://inside.ai/ir/irnews/,,0
4489,（株）ペイロール,,https://www.payroll.co.jp/ir/news/,,0
4490,（株）ビザスク,,https://visasq.co.jp/ir/,,0
4491,コンピューターマネージメント,,https://www.cmknet.co.jp/ir/news/,,0
4492,（株）ゼネテック,,https://www.genetec.co.jp/ir/news.html,,0
4493,（株）サイバーセキュリティクラウド,,https://www.cscloud.co.jp/ir/news/,,0
4494,バリオセキュア,,https://www.variosecure.net/ir/news/,,0
4495,（株）アイキューブドシステムズ,,https://www.i3-systems.com/ir/news/,,0
4496,（株）コマースＯｎｅホールディングス,,https://www.cm-one.jp/ir/news/?yr=all&tp=4,,0
4498,サイバートラスト,,https://www.cybertrust.co.jp/corporate/ir/news/,,0
4499,（株）Ｓｐｅｅｅ,,https://speee.jp/ir/news/,,0
4502,武田薬品工業,,https://www.takeda.com/jp/investors/,,1
4503,アステラス製薬,,https://www.astellas.com/jp/news?tab=latest&page=0,,1
4506,住友ファーマ,,https://www.sumitomo-pharma.co.jp/ir/news/,,1
4507,塩野義製薬,,https://www.shionogi.com/jp/ja/news.html,,1
4512,わかもと製薬,,https://www.wakamoto-pharm.co.jp/ir/news/,,0
4516,日本新薬,,https://www.nippon-shinyaku.co.jp/ir/ir_news/ns2023/,2023年用,1
4519,中外製薬,,https://www.chugai-pharm.co.jp/ir/finance/latest.html,IR無し,1
4521,科研製薬,,https://www.kaken.co.jp/nr/,,0
4523,エーザイ,,https://www.eisai.co.jp/news/index.html,,1
4524,森下仁丹,,https://www.jintan.co.jp/corp/ir/,,0
4526,理研ビタミン,,https://www.rikenvitamin.jp/ir/topics/,,0
4527,ロート製薬,,https://www.rohto.co.jp/ir/news/2023/,2023年用,1
4528,小野薬品工業,,https://www.ono-pharma.com/ja/ir/stock/electronic.html,IR無し,1
4530,久光製薬,,https://www.hisamitsu.co.jp/ir/koukoku.html,IR無し,1
4531,有機合成薬品工業,,https://www.yuki-gosei.co.jp/ir/,,0
4534,持田製薬,,https://www.mochida.co.jp/ir/ir_news/,,0
4536,参天製薬,,https://www.santen.com/ja/news/2023_3.jsp,2023年用,1
4538,扶桑薬品工業,,https://www.fuso-pharm.co.jp/cnt/investor/ir.html,IR無し,0
4539,日本ケミファ,,https://www.chemiphar.co.jp/ir/release/,,0
4540,ツムラ,,https://www.tsumura.co.jp/ir/news/index.html,,1
4541,日医工,,http://nichiiko-ir.irbridge.com/ja/PressRelease.html,,0
4543,テルモ,,https://www.terumo.co.jp/newsrelease,,1
4544,Ｈ．Ｕ．グループホールディングス,,https://www.hugp.com/news/,,1
4547,キッセイ薬品工業,,https://www.kissei.co.jp/news/,,0
4548,生化学工業,,https://www.seikagaku.co.jp/ja/news.html,,0
4549,栄研化学,,https://www.eiken.co.jp/ir/news/,,1
4551,鳥居薬品,,https://www.torii.co.jp/release/,,0
4552,ＪＣＲファーマ,,https://www.jcrpharm.co.jp/news/,,1
4553,東和薬品,,https://www.towayakuhin.co.jp/ir/news/2023/index.php,2023年用,0
4554,富士製薬工業,,https://www.fujipharma.jp/ir/news/,,0
4556,カイノス,,http://www.kainos.co.jp/jp/irinfo/irinfo_03sonota.html,,0
4558,中京医薬品,,https://www.chukyoiyakuhin.biz/news_r/list.cgi?category=2,,0
4559,ゼリア新薬工業,,https://www.zeria.co.jp/ir/e-notice/,微妙,0
4563,アンジェス,,https://www.anges.co.jp/news/,,1
4564,オンコセラピー・サイエンス,,https://www.oncotherapy.co.jp/ir/ir-news/,,0
4565,そーせいグループ,,https://soseiheptares.com/investors/newsroom/press-releases.html?ctry=jp,,1
4568,第一三共,,https://www.daiichisankyo.co.jp/investors/ir_news/,,1
4569,キョーリン製薬ホールディングス,,https://www.kyorin-gr.co.jp/news/press/,,0
4570,（株）免疫生物研究所,,https://www.ibl-japan.co.jp/news/ir/,,0
4571,ナノキャリア,,https://www.nanocarrier.co.jp/ir/news/,,1
4572,カルナバイオサイエンス,,https://www.carnabio.com/japanese/ir/news/2023.html,2023年用,0
